Season,Player ID,Temp Player ID,Player,First Name,Last Name,Position,Body Fat %,Hand Length (in),Hand Width (in),Height without shoes (in),Height without shoes,Height with shoes (in),Height with shoes,Standing reach (in),Standing reach,Weight (lbs),Wingspan (in),Wingspan,Bench Press (reps),Lane Agility (sec),Max Vertical Leap (in),Modified Lane Agility (sec),Standing Vertical Leap (in),3/4 Court Sprint (sec),Spot-Up Coll 3 Left Wing Att,Spot-Up Coll 3 Left Wing Made,Spot-Up Coll 3 Left Wing %,Spot-Up Coll 3 Right Wing Att,Spot-Up Coll 3 Right Wing Made,Spot-Up Coll 3 Right Wing %,Spot-Up Coll 3 Left Corner Att,Spot-Up Coll 3 Left Corner Made,Spot-Up Coll 3 Left Corner %,Spot-Up Coll 3 Right Corner Att,Spot-Up Coll 3 Right Corner Made,Spot-Up Coll 3 Right Corner %,Spot-Up Coll 3 Top Att,Spot-Up Coll 3 Top Made,Spot-Up Coll 3 Top %,Spot-Up 15ft Left Wing Att,Spot-Up 15ft Left Wing Made,Spot-Up 15ft Left Wing %,Spot-Up 15ft Right Wing Att,Spot-Up 15ft Right Wing Made,Spot-Up 15ft Right Wing %,Spot-Up 15ft Left Corner Att,Spot-Up 15ft Left Corner Made,Spot-Up 15ft Left Corner %,Spot-Up 15ft Right Corner Att,Spot-Up 15ft Right Corner Made,Spot-Up 15ft Right Corner %,Spot-Up 15ft Top Att,Spot-Up 15ft Top Made,Spot-Up 15ft Top %,Spot-Up NBA 3 Left Wing Att,Spot-Up NBA 3 Left Wing Made,Spot-Up NBA 3 Left Wing %,Spot-Up NBA 3 Right Wing Att,Spot-Up NBA 3 Right Wing Made,Spot-Up NBA 3 Right Wing %,Spot-Up NBA 3 Left Corner Att,Spot-Up NBA 3 Left Corner Made,Spot-Up NBA 3 Left Corner %,Spot-Up NBA 3 Right Corner Att,Spot-Up NBA 3 Right Corner Made,Spot-Up NBA 3 Right Corner %,Spot-Up NBA 3 Top Att,Spot-Up NBA 3 Top Made,Spot-Up NBA 3 Top %,Off-Dribble Coll 3 Left Wing Att,Off-Dribble Coll 3 Left Wing Made,Off-Dribble Coll 3 Left Wing %,Off-Dribble Coll 3 Right Wing Att,Off-Dribble Coll 3 Right Wing Made,Off-Dribble Coll 3 Right Wing %,Off-Dribble Coll 3 Top Att,Off-Dribble Coll 3 Top Made,Off-Dribble Coll 3 Top %,Off-Dribble 15ft Left Wing Att,Off-Dribble 15ft Left Wing Made,Off-Dribble 15ft Left Wing %,Off-Dribble 15ft Right Wing Att,Off-Dribble 15ft Right Wing Made,Off-Dribble 15ft Right Wing %,Off-Dribble 15ft Top Att,Off-Dribble 15ft Top Made,Off-Dribble 15ft Top %,On-Move Coll 3 Att,On-Move Coll 3 Made,On-Move Coll 3 %,On-Move 15ft Att,On-Move 15ft Made,On-Move 15ft %
2026,1642870,1642870,Milos Uzan,Milos,Uzan,PG,,8,9,75,6' 3.00'',,,98,8' 2.00'',185,77,6' 5.00'',,10.7,35,2.87,28,3.21,,,,,,,25,17,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,24,0.8,,,,,,,,,,,,,,,,25,13,0.52,,,
2026,1643516,1643516,Morez Johnson,Morez,Johnson,PF,,9.5,10,81,6' 9.00'',,,107,8' 11.00'',250.6,87.5,7' 3.50'',,10.59,39,2.91,33.5,3.17,,,,,,,25,9,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,0.5,,,,,,,,,,,,,,,,25,17,0.68,,,
2026,1643417,1643417,Nathaniel Ament,Nathaniel,Ament,PF,,8.5,9.5,81.5,6' 9.50'',,,109.5,9' 1.50'',210.8,83.5,6' 11.50'',,11.27,37,2.85,31,3.26,,,,,,,25,16,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,22,0.733,,,,,,,,,,,,,,,,25,13,0.52,,,
2026,1643592,1643592,Nicholas Boyd,Nicholas,Boyd,PG,,8,8.25,73,6' 1.00'',,,96,8' 0.00'',176.2,74.5,6' 2.50'',,10.78,36,3.06,30.5,3.07,,,,,,,25,14,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,0.667,,,,,,,,,,,,,,,,25,11,0.44,,,
2026,1643568,1643568,Nick Martinelli,Nick,Martinelli,PF,,8.75,9.75,78.5,6' 6.50'',,,104.5,8' 8.50'',223.6,82,6' 10.00'',,11.01,33,2.88,26.5,3.48,,,,,,,25,15,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,21,0.7,,,,,,,,,,,,,,,,25,12,0.48,,,
2026,1642923,1642923,Otega Oweh,Otega,Oweh,SG,,8,9.5,76.25,6' 4.25'',,,101,8' 5.00'',216,80.25,6' 8.25'',,11.2,37,2.86,31,3.17,,,,,,,25,12,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,23,0.767,,,,,,,,,,,,,,,,25,12,0.48,,,
2026,1643614,1643614,Peter Suder,Peter,Suder,SG,,8.5,9,75.75,6' 3.75'',,,99.5,8' 3.50'',213.4,80,6' 8.00'',,11.23,30.5,3.14,28.5,3.2,,,,,,,25,13,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,0.5,,,,,,,,,,,,,,,,25,6,0.24,,,
2026,1643572,1643572,Rafael Castro,Rafael,Castro,C,,9,9,81,6' 9.00'',,,109.5,9' 1.50'',224.4,85.25,7' 1.25'',,11.42,36.5,2.93,31,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,1643563,1643563,Richie Saunders,Richie,Saunders,SG,,8.5,10.25,77,6' 5.00'',,,102.5,8' 6.50'',204.8,80.75,6' 8.75'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,1642929,1642929,Rueben Chinyelu,Rueben,Chinyelu,C,,10,10.25,81.25,6' 9.25'',,,111.5,9' 3.50'',259.4,91.5,7' 7.50'',,11.21,33,2.85,30.5,3.25,,,,,,,25,12,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,18,0.6,,,,,,,,,,,,,,,,25,11,0.44,,,
2026,1643553,1643553,Ryan Conwell,Ryan,Conwell,SG,,8.5,9,74,6' 2.00'',,,96.5,8' 0.50'',214.8,79,6' 7.00'',,10.69,39.5,2.86,32.5,3.21,,,,,,,25,14,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,0.933,,,,,,,,,,,,,,,,25,19,0.76,,,
2026,1643547,1643547,Sergio De Larrea,Sergio,De Larrea,PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,1643542,1643542,Tarris Reed Jr.,Tarris,Reed Jr.,C,,9.25,10,81.75,6' 9.75'',,,110,9' 2.00'',263.6,88.25,7' 4.25'',,11.03,33,2.77,29.5,3.3,,,,,,,25,7,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,14,0.467,,,,,,,,,,,,,,,,25,8,0.32,,,
2026,1643591,1643591,Tobe Awaka,Tobe,Awaka,C,,9.25,10,80,6' 8.00'',,,105,8' 9.00'',261.4,86.25,7' 2.25'',,10.94,37.5,3.02,32.5,3.19,,,,,,,25,13,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,19,0.633,,,,,,,,,,,,,,,,25,9,0.36,,,
2026,1643588,1643588,Tobi Lawal,Tobi,Lawal,PF,,8.5,9,79.25,6' 7.25'',,,104.5,8' 8.50'',214.4,82.5,6' 10.50'',,11.15,45.5,3.08,40,3.16,,,,,,,25,13,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,12,0.4,,,,,,,,,,,,,,,,25,11,0.44,,,
2026,1643537,1643537,Tounde Yessoufou,Tounde,Yessoufou,SG,,8.5,9,76.25,6' 4.25'',,,103,8' 7.00'',219.8,82,6' 10.00'',,11.09,38,2.75,34,3.17,,,,,,,25,11,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,16,0.533,,,,,,,,,,,,,,,,25,10,0.4,,,
2026,1642350,1642350,Trevon Brazile,Trevon,Brazile,PF,,9,10.25,81.5,6' 9.50'',,,109,9' 1.00'',225.6,87.75,7' 3.75'',,10.84,41.5,2.71,36,3.14,,,,,,,25,14,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,0.5,,,,,,,,,,,,,,,,25,12,0.48,,,
2026,1643626,1643626,Trey Kaufman-Renn,Trey,Kaufman-Renn,PF,,8.5,9.75,79.75,6' 7.75'',,,105.5,8' 9.50'',241.2,82.5,6' 10.50'',,11.06,33,3.01,29,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,1643548,1643548,Tyler Bilodeau,Tyler,Bilodeau,PF,,9,9.5,79.25,6' 7.25'',,,107,8' 11.00'',228.2,84.75,7' 0.75'',,,,,,,,,,,,,25,19,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,19,0.633,,,,,,,,,,,,,,,,25,16,0.64,,,
2026,1643589,1643589,Tyler Nickel,Tyler,Nickel,SF,,8.5,10,78,6' 6.00'',,,102.5,8' 6.50'',217.4,80.5,6' 8.50'',,10.88,34,2.85,26,3.35,,,,,,,25,16,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,19,0.633,,,,,,,,,,,,,,,,25,18,0.72,,,
2026,1643535,1643535,Tyler Tanner,Tyler,Tanner,PG,,8.25,10,70.75,5' 10.75'',,,93,7' 9.00'',166.8,76.25,6' 4.25'',,10.88,39,2.92,32,3.23,,,,,,,25,12,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,25,0.833,,,,,,,,,,,,,,,,25,18,0.72,,,
2026,1642391,1642391,Ugonna Onyenso,Ugonna,Onyenso,C,,9.5,10,83,6' 11.00'',,,113,9' 5.00'',236.8,88.75,7' 4.75'',,11.56,32,3.16,27,3.25,,,,,,,25,14,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,17,0.567,,,,,,,,,,,,,,,,25,5,0.2,,,
2026,1642865,1642865,Yaxel Lendeborg,Yaxel,Lendeborg,PF,,9,10,80.75,6' 8.75'',,,108.5,9' 0.50'',241.4,87.25,7' 3.25'',,10.82,32,2.8,25.5,3.35,,,,,,,25,16,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,17,0.567,,,,,,,,,,,,,,,,25,12,0.48,,,
2026,1643544,1643544,Zuby Ejiofor,Zuby,Ejiofor,C,,9.25,9.75,79.5,6' 7.50'',,,107,8' 11.00'',245.2,86,7' 2.00'',,11.05,38,2.76,34,3.2,,,,,,,25,13,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,17,0.567,,,,,,,,,,,,,,,,25,12,0.48,,,
2025,1642846,1642846,Ace Bailey,Ace,Bailey,SF-PF,,8.5,9,79.5,6' 7.50'',,,107,8' 11.00'',202.8,84.5,7' 0.50'',,10.97,34.5,2.78,27.5,3.12,,,,,,,25,18,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,21,0.7,,,,,,,,,,,,,,,,25,12,0.48,,,
2025,1642876,1642876,Adou Thiero,Adou,Thiero,PG-SG,,9,10.25,78.25,6' 6.25'',,,104.5,8' 8.50'',218.4,84,7' 0.00'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1642960,1642960,Alex Condon,Alex,Condon,SF-PF,,9.25,9.75,83.25,6' 11.25'',,,107.5,8' 11.50'',221.8,84.75,7' 0.75'',,11.57,34.5,2.76,30,3.27,,,,,,,25,11,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,16,0.533,,,,,,,,,,,,,,,,25,13,0.52,,,
2025,1642893,1642893,Alex Toohey,Alex,Toohey,SF,,9,10.25,79.75,6' 7.75'',,,104.5,8' 8.50'',222.8,82.75,6' 10.75'',,11.38,31.5,2.9,26.5,3.2,,,,,,,25,12,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,17,0.567,,,,,,,,,,,,,,,,25,15,0.6,,,
2025,1642918,1642918,Alijah Martin,Alijah,Martin,SG,,8.25,9.25,73.5,6' 1.50'',,,99.5,8' 3.50'',208.4,79.5,6' 7.50'',,11.06,38,3.05,29.5,3.11,,,,,,,25,19,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,0.5,,,,,,,,,,,,,,,,25,15,0.6,,,
2025,1642854,1642854,Asa Newell,Asa,Newell,SF-PF,,9.25,10,81,6' 9.00'',,,107.5,8' 11.50'',223.8,83.25,6' 11.25'',,10.95,36.5,2.78,29.5,3.26,,,,,,,25,11,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,11,0.367,,,,,,,,,,,,,,,,25,14,0.56,,,
2025,1642916,1642916,Ben Henshall,Ben,Henshall,SG,,8,8,77.5,6' 5.50'',,,99.5,8' 3.50'',193.4,78.5,6' 6.50'',,10.49,36.5,3,30,3.07,,,,,,,25,14,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,23,0.767,,,,,,,,,,,,,,,,25,12,0.48,,,
2025,1642879,1642879,Ben Saraf,Ben,Saraf,PG,,9.44,8.07,78,6' 6.00'',,,100,8' 4.00'',199,80.7,6' 8.70'',,11.1,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1642881,1642881,Bogoljub Markovic,Bogoljub,Markovic,PF,,8.25,9.75,82.5,6' 10.50'',,,110,9' 2.00'',213.2,83.5,6' 11.50'',,11.4,27.5,2.96,24,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1642858,1642858,Boogie Fland,Boogie,Fland,PG,,8.5,9,74,6' 2.00'',,,98,8' 2.00'',172.4,78,6' 6.00'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1642924,1642924,Brice Williams,Brice,Williams,SG,,9,10.75,77.25,6' 5.25'',,,103,8' 7.00'',205.8,82.75,6' 10.75'',,11.19,32.5,2.98,27.5,3.2,,,,,,,25,14,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,18,0.6,,,,,,,,,,,,,,,,25,14,0.56,,,
2025,1642868,1642868,Carter Bryant,Carter,Bryant,SF-PF,,8.5,9.5,78.5,6' 6.50'',,,106,8' 10.00'',214.8,83.75,6' 11.75'',,11.25,39.5,3.14,30.5,3.07,,,,,,,25,16,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,11,0.367,,,,,,,,,,,,,,,,25,13,0.52,,,
2025,1642907,1642907,Cedric Coward,Cedric,Coward,PG-SG,,9.25,10,77.25,6' 5.25'',,,106,8' 10.00'',213,86.25,7' 2.25'',,10.97,38.5,3.02,32.5,3.06,,,,,,,25,18,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,23,0.767,,,,,,,,,,,,,,,,25,17,0.68,,,
2025,1642404,1642404,Chaz Lanier,Chaz,Lanier,PG-SG,,8.5,9.75,75.75,6' 3.75'',,,101.5,8' 5.50'',205.8,81,6' 9.00'',,10.53,39,2.96,33,3.12,,,,,,,25,20,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,0.667,,,,,,,,,,,,,,,,25,17,0.68,,,
2025,1642867,1642867,Collin Murray-Boyles,Collin,Murray-Boyles,SF-PF,,8.5,10.25,78.5,6' 6.50'',,,106,8' 10.00'',239.2,84.75,7' 0.75'',,11.21,34.5,2.86,29.5,3.15,,,,,,,25,7,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,22,0.733,,,,,,,,,,,,,,,,25,10,0.4,,,
2025,1642843,1642843,Cooper Flagg,Cooper,Flagg,SF-PF,,8.75,9.75,79.75,6' 7.75'',,,106.5,8' 10.50'',221,84,7' 0.00'',,10.64,35.5,2.92,29,3.3,,,,,,,25,16,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,21,0.7,,,,,,,,,,,,,,,,25,15,0.6,,,
2025,1642874,1642874,Danny Wolf,Danny,Wolf,SF-PF,,9.25,9.75,82.5,6' 10.50'',,,109,9' 1.00'',251.8,86.25,7' 2.25'',,11.26,30,2.91,24,3.51,,,,,,,25,19,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,16,0.533,,,,,,,,,,,,,,,,25,10,0.4,,,
2025,1642963,1642963,Darrion Williams,Darrion,Williams,SF,,9,10.5,76.5,6' 4.50'',,,101,8' 5.00'',236,78.5,6' 6.50'',,11.73,30,3.01,24,3.34,,,,,,,25,12,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,21,0.7,,,,,,,,,,,,,,,,25,18,0.72,,,
2025,1642852,1642852,Derik Queen,Derik,Queen,C,,9,9.5,81.25,6' 9.25'',,,109.5,9' 1.50'',247.8,84.5,7' 0.50'',,12.45,28,3.27,23.5,3.52,,,,,,,25,13,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,16,0.533,,,,,,,,,,,,,,,,25,11,0.44,,,
2025,1641825,1641825,Dink Pate,Dink,Pate,SG,,8.5,9,78.25,6' 6.25'',,,104,8' 8.00'',200.8,81.75,6' 9.75'',,10.63,32.5,2.97,24.5,3.29,,,,,,,25,17,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,23,0.767,,,,,,,,,,,,,,,,25,16,0.64,,,
2025,1642962,1642962,Drake Powell,Drake,Powell,SF-PF,,8.75,10,77.25,6' 5.25'',,,103,8' 7.00'',200.4,84,7' 0.00'',,10.71,43,2.79,37.5,3.07,,,,,,,25,10,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,21,0.7,,,,,,,,,,,,,,,,25,11,0.44,,,
2025,1642844,1642844,Dylan Harper,Dylan,Harper,PG-SG,,9.25,9.25,76.5,6' 4.50'',,,102,8' 6.00'',213.2,82.5,6' 10.50'',,11.07,36.5,3.05,30.5,3.16,,,,,,,25,16,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,19,0.633,,,,,,,,,,,,,,,,25,15,0.6,,,
2025,1642856,1642856,Egor Demin,Egor,Demin,PG-SG,,8.25,9.25,80.25,6' 8.25'',,,105.5,8' 9.50'',199.2,82.25,6' 10.25'',,11.31,32,2.93,26.5,3.33,,,,,,,25,17,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,14,0.467,,,,,,,,,,,,,,,,25,14,0.56,,,
2025,1642915,1642915,Eric Dixon,Eric,Dixon,PF,,8.75,10,79.5,6' 7.50'',,,104,8' 8.00'',258.6,83.5,6' 11.50'',,11.56,32.5,3.09,28,3.41,,,,,,,25,20,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,24,0.8,,,,,,,,,,,,,,,,25,13,0.52,,,
2025,1641761,1641761,Grant Nelson,Grant,Nelson,PF,,9,9.75,82,6' 10.00'',,,109,9' 1.00'',229.8,84,7' 0.00'',,10.51,30,2.58,27,3.23,,,,,,,25,12,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,0.5,,,,,,,,,,,,,,,,25,10,0.4,,,
2025,1642905,1642905,Hansen Yang,Hansen,Yang,C,,10,11.25,85,7' 1.00'',,,111,9' 3.00'',252.6,86.75,7' 2.75'',,11.79,30,3.01,26,3.38,,,,,,,25,14,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,0.5,,,,,,,,,,,,,,,,25,14,0.56,,,
2025,1642864,1642864,Hugo González,Hugo,González,SF,,10.25,9,78.25,6' 6.25'',,,101.5,8' 5.50'',222.7,82.75,6' 10.75'',,10.91,,,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1642282,1642282,Hunter Sallis,Hunter,Sallis,SG,,8.5,9.75,75.75,6' 3.75'',,,100,8' 4.00'',181.4,82,6' 10.00'',,10.99,37.5,2.94,31,3.22,,,,,,,25,12,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,22,0.733,,,,,,,,,,,,,,,,25,12,0.48,,,
2025,1641891,1641891,Izan Almansa,Izan,Almansa,C,,9.25,9.5,81.25,6' 9.25'',,,109.5,9' 1.50'',220.4,85.75,7' 1.75'',,11.46,34,2.93,28,3.33,,,,,,,25,12,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,13,0.433,,,,,,,,,,,,,,,,25,8,0.32,,,
2025,1642922,1642922,Jalon Moore,Jalon,Moore,SF,,9,9.5,78.25,6' 6.25'',,,104.5,8' 8.50'',203.4,82.25,6' 10.25'',,11.68,39,3.1,32.5,3,,,,,,,25,14,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,18,0.6,,,,,,,,,,,,,,,,25,12,0.48,,,
2025,1642364,1642364,Jamir Watkins,Jamir,Watkins,SF,,9.25,9.75,77,6' 5.00'',,,102.5,8' 6.50'',214.6,83.25,6' 11.25'',,11.19,37,3.21,31.5,3.14,,,,,,,25,16,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,16,0.533,,,,,,,,,,,,,,,,25,18,0.72,,,
2025,1642859,1642859,Jase Richardson,Jase,Richardson,PG-SG,,8.5,9.5,72.5,6' 0.50'',,,98.5,8' 2.50'',178.4,78,6' 6.00'',,10.97,38,3.08,30.5,3.22,,,,,,,25,18,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,26,0.867,,,,,,,,,,,,,,,,25,14,0.56,,,
2025,1642914,1642914,Javon Small,Javon,Small,PG,,8.25,9.75,73,6' 1.00'',,,96,8' 0.00'',190,76.75,6' 4.75'',,10.74,40.5,2.87,33,3.07,,,,,,,25,17,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,0.667,,,,,,,,,,,,,,,,25,17,0.68,,,
2025,1642847,1642847,Jeremiah Fears,Jeremiah,Fears,PG-SG,,8.25,9.25,74.5,6' 2.50'',,,98.5,8' 2.50'',179.6,77.25,6' 5.25'',,10.95,36.5,3.09,32.5,3.05,,,,,,,25,14,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,19,0.633,,,,,,,,,,,,,,,,25,15,0.6,,,
2025,1642866,1642866,Joan Beringer,Joan,Beringer,C,,9.75,10,82,6' 11.00'',,,111,9' 3.00'',234.8,88.5,7' 4.50'',,11.44,32.5,2.97,28.5,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1642910,1642910,John Tonje,John,Tonje,SG,,9,9.5,76.75,6' 4.75'',,,102.5,8' 6.50'',211.8,81,6' 9.00'',,11.14,37,3.21,30,3.2,,,,,,,25,16,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,21,0.7,,,,,,,,,,,,,,,,25,18,0.72,,,
2025,1641780,1641780,Johni Broome,Johni,Broome,SF-PF,,9.25,10.25,81.25,6' 9.25'',,,108.5,9' 0.50'',249.4,84.25,7' 0.25'',,11.52,28,3.23,24.5,3.37,,,,,,,25,15,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,19,0.633,,,,,,,,,,,,,,,,25,14,0.56,,,
2025,1642880,1642880,Kam Jones,Kam,Jones,PG,,8.25,8.5,75.25,6' 3.25'',,,100.5,8' 4.50'',202.4,78,6' 6.00'',,11.42,31.5,3.11,24.5,3.27,,,,,,,25,19,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,0.667,,,,,,,,,,,,,,,,25,16,0.64,,,
2025,1642909,1642909,Karter Knox,Karter,Knox,SF,,9,9.5,77,6' 5.00'',,,102.5,8' 6.50'',214.2,82.25,6' 10.25'',,10.92,39.5,2.96,32,3.2,,,,,,,25,11,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,19,0.633,,,,,,,,,,,,,,,,25,16,0.64,,,
2025,1642857,1642857,Kasparas Jakucionis,Kasparas,Jakucionis,PG-SG,,8.5,9.75,76.75,6' 4.75'',,,99.5,8' 3.50'',205.2,79.75,6' 7.75'',,10.99,35,2.82,28.5,3.22,,,,,,,25,17,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,16,0.533,,,,,,,,,,,,,,,,25,16,0.64,,,
2025,1642863,1642863,Khaman Maluach,Khaman,Maluach,C,,9.75,10.25,84.75,7' 0.75'',,,114,9' 6.00'',252.8,90.75,7' 6.75'',,12.05,30,3.44,24,3.5,,,,,,,25,12,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,0.5,,,,,,,,,,,,,,,,25,12,0.48,,,
2025,1642920,1642920,Kobe Sanders,Kobe,Sanders,SF,,8.5,9.25,79,6' 7.00'',,,103,8' 7.00'',203.2,80.25,6' 8.25'',,10.95,36,3,30,3.19,,,,,,,25,15,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,23,0.767,,,,,,,,,,,,,,,,25,14,0.56,,,
2025,1642886,1642886,Koby Brea,Koby,Brea,SG,,8.5,9.25,77.75,6' 5.75'',,,101.5,8' 5.50'',201.8,77.25,6' 5.25'',,11.4,34,3.23,27.5,3.31,,,,,,,25,19,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,21,0.7,,,,,,,,,,,,,,,,25,15,0.6,,,
2025,1642851,1642851,Kon Knueppel,Kon,Knueppel,PG-SG,,8.5,9.75,77,6' 5.00'',,,101.5,8' 5.50'',219,78.25,6' 6.25'',,11.92,36.5,2.92,31.5,3.35,,,,,,,25,20,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,22,0.733,,,,,,,,,,,,,,,,25,16,0.64,,,
2025,1642889,1642889,Labaron Philon,Labaron,Philon,PG-SG,,8.5,9,74.75,6' 2.75'',,,99.5,8' 3.50'',174.6,78.25,6' 6.25'',,11.46,32.5,3.14,28.5,3.16,,,,,,,25,13,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,24,0.8,,,,,,,,,,,,,,,,25,15,0.6,,,
2025,1642950,1642950,Lachlan Olbrich,Lachlan,Olbrich,PF,,10,9,80.75,6' 8.75'',,,107.5,8' 11.50'',230.2,83.25,6' 11.25'',,11.9,31,3,23.5,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
